city,state_name,county_name,lattitude,longitude,id
New York,New York,Queens,40.6943,-73.9249,1840034016
Los Angeles,California,Los Angeles,34.1141,-118.4068,1840020491
Chicago,Illinois,Cook,41.8375,-87.6866,1840000494
Miami,Florida,Miami-Dade,25.784,-80.2101,1840015149
Dallas,Texas,Dallas,32.7935,-96.7667,1840019440
Houston,Texas,Harris,29.786,-95.3885,1840020925
Philadelphia,Pennsylvania,Philadelphia,40.0077,-75.1339,1840000673
Atlanta,Georgia,Fulton,33.7628,-84.422,1840013660
Washington,District of Columbia,District of Columbia,38.9047,-77.0163,1840006060
Boston,Massachusetts,Suffolk,42.3188,-71.0852,1840000455
Phoenix,Arizona,Maricopa,33.5722,-112.0892,1840020568
Detroit,Michigan,Wayne,42.3834,-83.1024,1840003971
Seattle,Washington,King,47.6211,-122.3244,1840021117
San Francisco,California,San Francisco,37.7558,-122.4449,1840021543
San Diego,California,San Diego,32.8313,-117.1222,1840021990
Minneapolis,Minnesota,Hennepin,44.9635,-93.2678,1840007830
Brooklyn,New York,Kings,40.6501,-73.9496,1840034030
Tampa,Florida,Hillsborough,27.9945,-82.4447,1840015982
Denver,Colorado,Denver,39.762,-104.8758,1840018789
Queens,New York,Queens,40.7498,-73.7976,1840034002
Baltimore,Maryland,Baltimore,39.3051,-76.6144,1840001592
Las Vegas,Nevada,Clark,36.2333,-115.2654,1840020364
St. Louis,Missouri,St. Louis,38.6359,-90.2451,1840001651
Portland,Oregon,Multnomah,45.5371,-122.65,1840019941
Riverside,California,Riverside,33.9381,-117.3949,1840020551
Orlando,Florida,Orange,28.4773,-81.337,1840015099
Sacramento,California,Sacramento,38.5677,-121.4685,1840021491
San Juan,Puerto Rico,San Juan,18.3985,-66.061,1630035577
San Antonio,Texas,Bexar,29.4632,-98.5238,1840022220
San Jose,California,Santa Clara,37.3012,-121.848,1840021570
Pittsburgh,Pennsylvania,Allegheny,40.4397,-79.9763,1840001254
Cincinnati,Ohio,Hamilton,39.1413,-84.506,1840003814
Manhattan,New York,New York,40.7834,-73.9662,1840034000
Cleveland,Ohio,Cuyahoga,41.4764,-81.6805,1840000596
Indianapolis,Indiana,Marion,39.7771,-86.1458,1840030084
Austin,Texas,Travis,30.3005,-97.7522,1840019590
Kansas City,Missouri,Jackson,39.1238,-94.5541,1840008535
Columbus,Ohio,Franklin,39.9862,-82.9855,1840003760
Charlotte,North Carolina,Mecklenburg,35.2083,-80.8303,1840014557
Virginia Beach,Virginia,Virginia Beach,36.7335,-76.0435,1840003871
Bronx,New York,Bronx,40.8501,-73.8662,1840033999
Milwaukee,Wisconsin,Milwaukee,43.0642,-87.9675,1840003046
Providence,Rhode Island,Providence,41.823,-71.4187,1840003289
Jacksonville,Florida,Duval,30.3322,-81.6749,1840015031
Salt Lake City,Utah,Salt Lake,40.7776,-111.9311,1840021383
Nashville,Tennessee,Davidson,36.1715,-86.7842,1840036155
Raleigh,North Carolina,Wake,35.8324,-78.6429,1840014497
Memphis,Tennessee,Shelby,35.1087,-89.9663,1840015457
Louisville,Kentucky,Jefferson,38.1663,-85.6485,1840030815
Richmond,Virginia,Richmond,37.5295,-77.4756,1840001698
Buffalo,New York,Erie,42.9018,-78.8487,1840000386
Oklahoma City,Oklahoma,Oklahoma,35.4676,-97.5136,1840020428
Bridgeport,Connecticut,Fairfield,41.1918,-73.1954,1840004836
New Orleans,Louisiana,Orleans,30.0687,-89.9288,1840001839
Fort Worth,Texas,Tarrant,32.7817,-97.3474,1840020696
Hartford,Connecticut,Hartford,41.7661,-72.6834,1840004773
Tucson,Arizona,Pima,32.1541,-110.8787,1840022101
Honolulu,Hawaii,Honolulu,21.3294,-157.846,1840013305
McAllen,Texas,Hidalgo,26.2252,-98.2467,1840021024
Omaha,Nebraska,Douglas,41.2627,-96.0529,1840009315
El Paso,Texas,El Paso,31.8476,-106.43,1840023252
Albuquerque,New Mexico,Bernalillo,35.1054,-106.6465,1840019176
Rochester,New York,Monroe,43.168,-77.6162,1840000373
Sarasota,Florida,Sarasota,27.3387,-82.5432,1840015988
Fresno,California,Fresno,36.783,-119.7939,1840020319
Tulsa,Oklahoma,Tulsa,36.1283,-95.9042,1840021672
Allentown,Pennsylvania,Lehigh,40.5961,-75.4756,1840001044
Dayton,Ohio,Montgomery,39.7805,-84.2003,1840034249
Birmingham,Alabama,Jefferson,33.5279,-86.7971,1840006507
Charleston,South Carolina,Charleston,32.8168,-79.9687,1840015163
Cape Coral,Florida,Lee,26.6443,-81.9957,1840015130
Columbia,South Carolina,Richland,34.0378,-80.9036,1840014730
Concord,California,Contra Costa,37.9722,-122.0016,1840018905
Colorado Springs,Colorado,El Paso,38.8674,-104.7605,1840018825
Springfield,Massachusetts,Hampden,42.1155,-72.5395,1840000466
Knoxville,Tennessee,Knox,35.9692,-83.9496,1840014486
Baton Rouge,Louisiana,East Baton Rouge,30.442,-91.1311,1840013941
Ogden,Utah,Weber,41.2279,-111.9682,1840020135
Grand Rapids,Michigan,Kent,42.9619,-85.6562,1840002928
Albany,New York,Albany,42.6664,-73.7987,1840000417
Bakersfield,California,Kern,35.3529,-119.0359,1840019148
Mission Viejo,California,Orange,33.6096,-117.6551,1840020580
New Haven,Connecticut,New Haven,41.3113,-72.9246,1840004850
Worcester,Massachusetts,Worcester,42.2705,-71.8079,1840000434
Provo,Utah,Utah,40.2457,-111.6457,1840020174
Akron,Ohio,Summit,41.0798,-81.5219,1840000791
Palm Bay,Florida,Brevard,27.9631,-80.6593,1840015094
Des Moines,Iowa,Polk,41.5725,-93.6105,1840007069
Murrieta,California,Riverside,33.5719,-117.1909,1840020553
Mesa,Arizona,Maricopa,33.4015,-111.7178,1840020566
Staten Island,New York,Richmond,40.5834,-74.1496,1840034032
Wichita,Kansas,Sedgwick,37.6895,-97.3443,1840001686
Toledo,Ohio,Lucas,41.6638,-83.5827,1840000572
Harrisburg,Pennsylvania,Dauphin,40.2752,-76.8843,1840001288
Port St. Lucie,Florida,St. Lucie,27.2796,-80.3884,1840015119
Long Beach,California,Los Angeles,33.7977,-118.167,1840020490
Reno,Nevada,Washoe,39.5497,-119.8483,1840020121
Madison,Wisconsin,Dane,43.0822,-89.393,1840002915
Little Rock,Arkansas,Pulaski,34.7256,-92.3577,1840015509
Greenville,South Carolina,Greenville,34.8354,-82.3646,1840013501
Denton,Texas,Denton,33.2175,-97.1418,1840019390
Spokane,Washington,Spokane,47.6671,-117.433,1840021093
Oakland,California,Alameda,37.7904,-122.2166,1840020296
Lancaster,Pennsylvania,Lancaster,40.042,-76.3012,1840003718
Poughkeepsie,New York,Dutchess,41.695,-73.9211,1840000500
Boise,Idaho,Ada,43.6005,-116.2308,1840027142
Winston-Salem,North Carolina,Forsyth,36.1029,-80.261,1840015324
Syracuse,New York,Onondaga,43.0407,-76.1437,1840000378
Augusta,Georgia,Richmond,33.3645,-82.0708,1840029462
Stockton,California,San Joaquin,37.9765,-121.3109,1840021517
Palm Coast,Florida,Flagler,29.5389,-81.2457,1840015064
Chattanooga,Tennessee,Hamilton,35.066,-85.2481,1840014569
Kissimmee,Florida,Osceola,28.3041,-81.4169,1840015109
Durham,North Carolina,Durham,35.9792,-78.9022,1840013364
Arlington,Texas,Tarrant,32.6998,-97.125,1840019422
Victorville,California,San Bernardino,34.5277,-117.3536,1840021731
Aurora,Colorado,Arapahoe,39.7083,-104.7237,1840018794
Modesto,California,Stanislaus,37.6375,-121.0028,1840020287
Lancaster,California,Los Angeles,34.6935,-118.1753,1840020516
Fayetteville,Arkansas,Washington,36.0714,-94.1661,1840013368
Scranton,Pennsylvania,Lackawanna,41.4044,-75.6649,1840003389
Oxnard,California,Ventura,34.1964,-119.1815,1840020474
Youngstown,Ohio,Mahoning,41.0993,-80.6463,1840003563
Indio,California,Riverside,33.7346,-116.2346,1840019304
Pensacola,Florida,Escambia,30.4413,-87.1911,1840015005
Anaheim,California,Orange,33.839,-117.8574,1840019322
Bonita Springs,Florida,Lee,26.3558,-81.7859,1840014227
Greensboro,North Carolina,Guilford,36.0956,-79.8271,1840013356
Huntsville,Alabama,Madison,34.6981,-86.6412,1840005061
Corpus Christi,Texas,Nueces,27.7254,-97.3767,1840019718
Fort Wayne,Indiana,Allen,41.0888,-85.1436,1840008261
Fayetteville,North Carolina,Cumberland,35.085,-78.9772,1840013490
Ann Arbor,Michigan,Washtenaw,42.2759,-83.731,1840003172
Jackson,Mississippi,Hinds,32.3157,-90.2125,1840014895
Antioch,California,Contra Costa,37.9787,-121.796,1840018903
Mobile,Alabama,Mobile,30.6782,-88.1162,1840006009
Lexington,Kentucky,Fayette,38.0423,-84.4587,1840015211
Asheville,North Carolina,Buncombe,35.5707,-82.5537,1840013411
Trenton,New Jersey,Mercer,40.2237,-74.7641,1840001383
Santa Rosa,California,Sonoma,38.4458,-122.7067,1840021488
Santa Ana,California,Orange,33.7367,-117.8819,1840021964
Lansing,Michigan,Ingham,42.7142,-84.5601,1840003102
Henderson,Nevada,Clark,36.0133,-115.0381,1840020361
St. Paul,Minnesota,Ramsey,44.9478,-93.1039,1840008940
Lakeland,Florida,Polk,28.0557,-81.9545,1840015108
Newark,New Jersey,Essex,40.7245,-74.1725,1840002791
Fort Collins,Colorado,Larimer,40.5477,-105.0656,1840020151
Reading,Pennsylvania,Berks,40.34,-75.9267,1840001185
Springfield,Missouri,Greene,37.1943,-93.2916,1840009904
Irvine,California,Orange,33.6772,-117.7738,1840019325
Anchorage,Alaska,Anchorage,61.1508,-149.1091,1840023385
The Woodlands,Texas,Montgomery,30.1738,-95.5134,1840019585
South Bend,Indiana,St. Joseph,41.6767,-86.2696,1840009241
Rockford,Illinois,Winnebago,42.2596,-89.064,1840009132
Savannah,Georgia,Chatham,32.0286,-81.1821,1840015830
Lincoln,Nebraska,Lancaster,40.8099,-96.6784,1840009357
Jersey City,New Jersey,Hudson,40.7184,-74.0686,1840003600
Round Lake Beach,Illinois,Lake,42.3791,-88.0811,1840011171
Flint,Michigan,Genesee,43.0236,-83.6921,1840002949
Shreveport,Louisiana,Caddo,32.4653,-93.7955,1840015768
Plano,Texas,Collin,33.0502,-96.7486,1840020662
Myrtle Beach,South Carolina,Horry,33.7094,-78.8844,1840014717
Davenport,Iowa,Scott,41.5565,-90.6053,1840007081
Canton,Ohio,Stark,40.8078,-81.3676,1840000963
Santa Clarita,California,Los Angeles,34.4175,-118.4964,1840021864
Chula Vista,California,San Diego,32.6281,-117.0144,1840019350
Eugene,Oregon,Lane,44.0564,-123.1174,1840020007
Chandler,Arizona,Maricopa,33.2825,-111.8514,1840019309
Salem,Oregon,Marion,44.9233,-123.0244,1840021224
Concord,North Carolina,Cabarrus,35.3933,-80.6369,1840014559
Gilbert,Arizona,Maricopa,33.31,-111.7463,1840021947
Columbus,Georgia,Muscogee,32.51,-84.8771,1840014887
Aguadilla,Puerto Rico,Aguadilla,18.4382,-67.1537,1630035605
Lubbock,Texas,Lubbock,33.5657,-101.8879,1840020604
North Las Vegas,Nevada,Clark,36.2883,-115.0888,1840020363
St. Petersburg,Florida,Pinellas,27.7931,-82.6652,1840015977
Tallahassee,Florida,Leon,30.4551,-84.2527,1840015913
Laredo,Texas,Webb,27.5625,-99.4874,1840021002
Peoria,Illinois,Peoria,40.752,-89.6154,1840009373
Avondale,Arizona,Maricopa,33.3873,-112.3235,1840019310
Lafayette,Louisiana,Lafayette,30.2082,-92.0325,1840015044
Irving,Texas,Dallas,32.8583,-96.9702,1840019438
Montgomery,Alabama,Montgomery,32.3482,-86.2668,1840008353
Visalia,California,Tulare,36.3276,-119.3269,1840021639
McKinney,Texas,Collin,33.2016,-96.667,1840020657
Wilmington,North Carolina,New Hanover,34.2099,-77.8866,1840015576
Chesapeake,Virginia,Chesapeake,36.6778,-76.3023,1840003874
Glendale,Arizona,Maricopa,33.5791,-112.2311,1840020563
Garland,Texas,Dallas,32.91,-96.6304,1840020707
Kennewick,Washington,Benton,46.1978,-119.1732,1840018481
Winter Haven,Florida,Polk,28.0118,-81.7014,1840015970
Scottsdale,Arizona,Maricopa,33.6872,-111.8651,1840021940
Norfolk,Virginia,Norfolk,36.8945,-76.259,1840003869
Killeen,Texas,Bell,31.0753,-97.7297,1840020854
York,Pennsylvania,York,39.9651,-76.7315,1840001472
Atlantic City,New Jersey,Atlantic,39.3797,-74.4527,1840003798
Nashua,New Hampshire,Hillsborough,42.7491,-71.491,1840002984
Arlington,Virginia,Arlington,38.8786,-77.1011,1840006112
Brownsville,Texas,Cameron,25.9975,-97.458,1840019743
Fremont,California,Alameda,37.5265,-121.9843,1840020292
Gulfport,Mississippi,Harrison,30.4274,-89.0704,1840013947
Evansville,Indiana,Vanderburgh,37.9881,-87.5341,1840013730
Hialeah,Florida,Miami-Dade,25.8696,-80.3045,1840015157
Navarre,Florida,Santa Rosa,30.4174,-86.8907,1840027017
Bel Air South,Maryland,Harford,39.5022,-76.3113,1840073592
North Port,Florida,Sarasota,27.0576,-82.1977,1840015120
San Bernardino,California,San Bernardino,34.1416,-117.2943,1840021728
Portland,Maine,Cumberland,43.6773,-70.2715,1840000327
Enterprise,Nevada,Clark,36.0091,-115.2278,1840033827
Bremerton,Washington,Kitsap,47.5436,-122.7121,1840018410
Green Bay,Wisconsin,Brown,44.5148,-87.9895,1840002344
Appleton,Wisconsin,Outagamie,44.278,-88.3892,1840002400
Spring Valley,Nevada,Clark,36.0952,-115.2636,1840033832
Tacoma,Washington,Pierce,47.2431,-122.4531,1840021129
Spartanburg,South Carolina,Spartanburg,34.9442,-81.9251,1840015482
Roanoke,Virginia,Roanoke,37.2785,-79.9581,1840003858
Gainesville,Florida,Alachua,29.6804,-82.3459,1840014022
Deltona,Florida,Volusia,28.905,-81.2137,1840015072
Kalamazoo,Michigan,Kalamazoo,42.2749,-85.5882,1840003185
Thousand Oaks,California,Ventura,34.1914,-118.8756,1840021844
Hickory,North Carolina,Catawba,35.741,-81.3223,1840014524
Yonkers,New York,Westchester,40.9466,-73.8673,1840003478
Moreno Valley,California,Riverside,33.9244,-117.2045,1840020552
Fontana,California,San Bernardino,34.0968,-117.4599,1840020402
College Station,Texas,Brazos,30.5852,-96.2959,1840019570
Fargo,North Dakota,Cass,46.8651,-96.8292,1840000177
Amarillo,Texas,Potter,35.1984,-101.8316,1840019156
Norwich,Connecticut,New London,41.5495,-72.0882,1840004828
Olympia,Washington,Thurston,47.0417,-122.8959,1840019865
Waterbury,Connecticut,New Haven,41.5582,-73.0361,1840004851
Salinas,California,Monterey,36.6883,-121.6317,1840021632
Huntington,West Virginia,Cabell,38.4109,-82.4345,1840006211
Huntington Beach,California,Orange,33.696,-118.0018,1840020578
Clarksville,Tennessee,Montgomery,36.5692,-87.3413,1840014421
Santa Barbara,California,Santa Barbara,34.4285,-119.7202,1840021829
Glendale,California,Los Angeles,34.1819,-118.2468,1840020483
Sunrise Manor,Nevada,Clark,36.1783,-115.0487,1840033833
Grand Prairie,Texas,Dallas,32.6871,-97.0208,1840020709
Overland Park,Kansas,Johnson,38.887,-94.687,1840003834
Hagerstown,Maryland,Washington,39.6401,-77.7217,1840005613
Nampa,Idaho,Canyon,43.5844,-116.5638,1840020041
Gastonia,North Carolina,Gaston,35.2494,-81.1854,1840013468
Frisco,Texas,Collin,33.156,-96.8216,1840020654
Cedar Rapids,Iowa,Linn,41.9662,-91.6783,1840000471
Hemet,California,Riverside,33.7341,-116.9969,1840020550
Paradise,Nevada,Clark,36.0872,-115.1355,1840033743
Sioux Falls,South Dakota,Minnehaha,43.5396,-96.7311,1840002648
Vancouver,Washington,Clark,45.6366,-122.5967,1840021189
Peoria,Arizona,Maricopa,33.7843,-112.2989,1840020567
Waco,Texas,McLennan,31.5599,-97.1882,1840022140
Lorain,Ohio,Lorain,41.4409,-82.184,1840000644
Erie,Pennsylvania,Erie,42.1167,-80.0733,1840000478
Newport News,Virginia,Newport News,37.1051,-76.5185,1840003862
Aurora,Illinois,Kane,41.7638,-88.2902,1840007034
Fort Lauderdale,Florida,Broward,26.1412,-80.1464,1840014236
Vallejo,California,Solano,38.1125,-122.2342,1840021499
Murfreesboro,Tennessee,Rutherford,35.849,-86.4121,1840014495
Spring Hill,Florida,Hernando,28.4798,-82.53,1840014105
Tempe,Arizona,Maricopa,33.3881,-111.9319,1840021942
High Point,North Carolina,Guilford,35.991,-79.9937,1840014479
Medford,Oregon,Jackson,42.3372,-122.854,1840020076
Danbury,Connecticut,Fairfield,41.4015,-73.4709,1840004837
Elk Grove,California,Sacramento,38.4161,-121.3842,1840020245
Ontario,California,San Bernardino,34.0393,-117.6064,1840020410
Frederick,Maryland,Frederick,39.4337,-77.4141,1840005710
Vero Beach South,Florida,Indian River,27.6132,-80.4163,1840073853
Ocala,Florida,Marion,29.178,-82.1511,1840015067
Oceanside,California,San Diego,33.2247,-117.3083,1840020623
Rancho Cucamonga,California,San Bernardino,34.1247,-117.5667,1840020411
Garden Grove,California,Orange,33.7787,-117.9601,1840020577
Cary,North Carolina,Wake,35.7819,-78.8195,1840016196
Pembroke Pines,Florida,Broward,26.0128,-80.3382,1840015141
Bayamón,Puerto Rico,Bayamón,18.3794,-66.1635,1630035622
Palmdale,California,Los Angeles,34.5944,-118.1057,1840020502
Manchester,New Hampshire,Hillsborough,42.9848,-71.4447,1840002983
Lafayette,Indiana,Tippecanoe,40.3991,-86.8593,1840008354
Santa Cruz,California,Santa Cruz,36.9789,-122.0346,1840021579
Marysville,Washington,Snohomish,48.0809,-122.1561,1840019789
Muskegon,Michigan,Muskegon,43.2281,-86.2562,1840002870
Springfield,Illinois,Sangamon,39.7709,-89.654,1840009517
Hayward,California,Alameda,37.6328,-122.0766,1840020293
New Bedford,Massachusetts,Bristol,41.6697,-70.9428,1840003219
Alexandria,Virginia,Alexandria,38.8185,-77.0861,1840003837
Paterson,New Jersey,Passaic,40.9147,-74.1624,1840000838
Corona,California,Riverside,33.8616,-117.5649,1840019305
Merced,California,Merced,37.3057,-120.4779,1840020313
Warner Robins,Georgia,Houston,32.5961,-83.6527,1840015800
Port Arthur,Texas,Jefferson,29.8554,-93.9264,1840020919
Macon,Georgia,Bibb,32.8065,-83.6974,1840043455
Kansas City,Kansas,Wyandotte,39.1235,-94.7443,1840001626
Lakewood,Colorado,Jefferson,39.6977,-105.1172,1840020198
Sunnyvale,California,Santa Clara,37.3836,-122.0255,1840021573
Fredericksburg,Virginia,Fredericksburg,38.2992,-77.4872,1840003845
Leesburg,Florida,Lake,28.7672,-81.8962,1840015083
Champaign,Illinois,Champaign,40.1142,-88.2737,1840007239
Hollywood,Florida,Broward,26.0293,-80.1679,1840015144
Pasadena,Texas,Harris,29.6575,-95.1498,1840020930
Pomona,California,Los Angeles,34.0585,-117.7626,1840020507
Escondido,California,San Diego,33.1348,-117.0723,1840020620
Joliet,Illinois,Will,41.5188,-88.1499,1840008192
Lake Charles,Louisiana,Calcasieu,30.201,-93.2111,1840015039
Mesquite,Texas,Dallas,32.7602,-96.5865,1840020713
Mauldin,South Carolina,Greenville,34.7821,-82.3032,1840015476
Panama City,Florida,Bay,30.1995,-85.6003,1840015034
Bellevue,Washington,King,47.5951,-122.1535,1840018417
Naperville,Illinois,DuPage,41.748,-88.1659,1840008143
Harlingen,Texas,Cameron,26.1916,-97.6977,1840021036
Tuscaloosa,Alabama,Tuscaloosa,33.2348,-87.5268,1840005563
Elkhart,Indiana,Elkhart,41.6916,-85.9627,1840008187
Torrance,California,Los Angeles,33.8346,-118.3416,1840021873
Binghamton,New York,Broome,42.1014,-75.9093,1840000460
Houma,Louisiana,Terrebonne,29.58,-90.7059,1840015063
Topeka,Kansas,Shawnee,39.0346,-95.6955,1840001621
Roseville,California,Placer,38.7703,-121.3196,1840020233
Fairfield,California,Solano,38.2583,-122.0335,1840020253
Tyler,Texas,Smith,32.3184,-95.3062,1840022076
Fullerton,California,Orange,33.8841,-117.9279,1840020576
Pueblo,Colorado,Pueblo,38.2701,-104.6114,1840020255
Athens,Georgia,Clarke,33.9508,-83.3689,1840029463
Santa Maria,California,Santa Barbara,34.9333,-120.4431,1840021830
Surprise,Arizona,Maricopa,33.6815,-112.4515,1840021941
Charleston,West Virginia,Kanawha,38.3484,-81.6322,1840006196
Las Cruces,New Mexico,Doña Ana,32.3265,-106.7893,1840020683
Metairie,Louisiana,Jefferson,29.9977,-90.178,1840013994
Thornton,Colorado,Adams,39.9197,-104.9438,1840021422
Olathe,Kansas,Johnson,38.8833,-94.82,1840003833
Carolina,Puerto Rico,Carolina,18.4054,-65.9792,1630035637
Gainesville,Georgia,Hall,34.2902,-83.8294,1840013612
West Valley City,Utah,Salt Lake,40.6886,-112.0123,1840021389
Orange,California,Orange,33.8038,-117.8218,1840020582
Warren,Michigan,Macomb,42.4934,-83.027,1840002418
Pasadena,California,Los Angeles,34.1597,-118.139,1840020505
Beaumont,Texas,Jefferson,30.0849,-94.1451,1840019612
Burlington,North Carolina,Alamance,36.076,-79.4685,1840013362
Hampton,Virginia,Hampton,37.0551,-76.363,1840003866
Columbia,Missouri,Boone,38.9472,-92.3268,1840007391
Yuma,Arizona,Yuma,32.5995,-114.5491,1840021998
Elizabeth,New Jersey,Union,40.6658,-74.1913,1840003613
Racine,Wisconsin,Racine,42.7274,-87.8135,1840002493
Greeley,Colorado,Weld,40.4152,-104.7706,1840020149
Kent,Washington,King,47.3887,-122.2128,1840018424
Stamford,Connecticut,Fairfield,41.1039,-73.5585,1840004841
Odessa,Texas,Ector,31.8801,-102.3448,1840020794
Bloomington,Illinois,McLean,40.4757,-88.9703,1840007207
Miramar,Florida,Broward,25.9773,-80.3351,1840015137
Grand Junction,Colorado,Mesa,39.0877,-108.5673,1840020230
Sterling Heights,Michigan,Macomb,42.5809,-83.0305,1840003094
Coral Springs,Florida,Broward,26.2702,-80.2591,1840015134
Johnson City,Tennessee,Washington,36.3406,-82.3806,1840014462
Carrollton,Texas,Dallas,32.989,-96.8999,1840019436
Midland,Texas,Midland,32.0243,-102.1147,1840020792
Yakima,Washington,Yakima,46.5923,-120.5496,1840021154
Bellingham,Washington,Whatcom,48.7548,-122.469,1840018346
Yuba City,California,Sutter,39.1357,-121.6383,1840021463
South Lyon,Michigan,Oakland,42.4614,-83.6526,1840002432
Santa Clara,California,Santa Clara,37.3646,-121.968,1840021571
St. George,Utah,Washington,37.0758,-113.5752,1840021559
Fort Smith,Arkansas,Sebastian,35.3495,-94.3695,1840013456
Simi Valley,California,Ventura,34.2663,-118.749,1840021843
Dover,Delaware,Kent,39.161,-75.5202,1840005810
Norman,Oklahoma,Cleveland,35.2335,-97.3471,1840020451
Abilene,Texas,Taylor,32.4543,-99.7384,1840019476
Billings,Montana,Yellowstone,45.7891,-108.5526,1840018496
Ponce,Puerto Rico,Ponce,18.0127,-66.6212,1630023669
Lehigh Acres,Florida,Lee,26.612,-81.6388,1840014220
St. Cloud,Minnesota,Stearns,45.534,-94.1718,1840008881
Arecibo,Puerto Rico,Arecibo,18.4491,-66.7387,1630023566
Kenosha,Wisconsin,Kenosha,42.5865,-87.8773,1840003160
Greenville,North Carolina,Pitt,35.5943,-77.376,1840013407
Arvada,Colorado,Jefferson,39.832,-105.151,1840018788
Pearland,Texas,Brazoria,29.5581,-95.3218,1840020979
Independence,Missouri,Jackson,39.0871,-94.3501,1840008534
Texas City,Texas,Galveston,29.4154,-94.9682,1840022234
Redding,California,Shasta,40.5698,-122.365,1840020141
Lynchburg,Virginia,Lynchburg,37.4003,-79.1909,1840003855
Boulder,Colorado,Boulder,40.0248,-105.2524,1840018774
Iowa City,Iowa,Johnson,41.6559,-91.5303,1840000532
Rochester,Minnesota,Olmsted,44.0154,-92.478,1840008987
Berkeley,California,Alameda,37.8722,-122.276,1840018914
Waldorf,Maryland,Charles,38.6085,-76.9194,1840006175
The Villages,Florida,Sumter,28.9034,-81.9887,1840014065
Duluth,Minnesota,St. Louis,46.7756,-92.1393,1840007685
East Los Angeles,California,Los Angeles,34.0326,-118.1691,1840019206
Saginaw,Michigan,Saginaw,43.4199,-83.9501,1840002813
Clovis,California,Fresno,36.8278,-119.683,1840018944
Leominster,Massachusetts,Worcester,42.5209,-71.7717,1840000437
Round Rock,Texas,Williamson,30.527,-97.6642,1840020879
Monroe,Louisiana,Ouachita,32.5185,-92.0774,1840014881
Cambridge,Massachusetts,Middlesex,42.3759,-71.1185,1840000429
Clearwater,Florida,Pinellas,27.979,-82.7623,1840015110
Seaside,California,Monterey,36.6224,-121.8199,1840021634
West Jordan,Utah,Salt Lake,40.6024,-112.0008,1840021388
Richardson,Texas,Dallas,32.9716,-96.7093,1840020710
West Palm Beach,Florida,Palm Beach,26.7469,-80.132,1840015993
Temple,Texas,Bell,31.1068,-97.3891,1840022154
Burlington,Vermont,Chittenden,44.4876,-73.2316,1840002310
Richmond,California,Contra Costa,37.9477,-122.3389,1840020277
Westminster,Colorado,Adams,39.8837,-105.0624,1840021423
Pottstown,Pennsylvania,Montgomery,40.2508,-75.6445,1840001373
Brandon,Florida,Hillsborough,27.9367,-82.3,1840014151
Rock Hill,South Carolina,York,34.9415,-81.0241,1840014618
Meridian,Idaho,Ada,43.6116,-116.3977,1840020046
Coeur d'Alene,Idaho,Kootenai,47.704,-116.7936,1840018402
Carlsbad,California,San Diego,33.1246,-117.2834,1840019352
Lowell,Massachusetts,Middlesex,42.6389,-71.3217,1840000426
Waterloo,Iowa,Black Hawk,42.4918,-92.3522,1840000440
North Charleston,South Carolina,Charleston,32.9067,-80.0722,1840015164
Gilroy,California,Santa Clara,37.0046,-121.5854,1840020327
Downey,California,Los Angeles,33.9379,-118.1311,1840019245
Gresham,Oregon,Multnomah,45.5021,-122.4413,1840019939
Elgin,Illinois,Kane,42.0383,-88.324,1840008134
Utica,New York,Oneida,43.0962,-75.2261,1840002746
Broken Arrow,Oklahoma,Tulsa,36.038,-95.7806,1840019059
Costa Mesa,California,Orange,33.6667,-117.9135,1840019326
Chico,California,Butte,39.7578,-121.8161,1840018778
Sioux City,Iowa,Woodbury,42.4959,-96.3901,1840000447
League City,Texas,Galveston,29.4874,-95.1087,1840020973
Miami Gardens,Florida,Miami-Dade,25.9433,-80.2426,1840015151
Pompano Beach,Florida,Broward,26.2428,-80.1312,1840015143
San Buenaventura,California,Ventura,34.2741,-119.2314,1840037414
Everett,Washington,Snohomish,47.9525,-122.1669,1840019785
El Centro,California,Imperial,32.7865,-115.5595,1840020630
Sugar Land,Texas,Fort Bend,29.5935,-95.6358,1840022217
El Monte,California,Los Angeles,34.0739,-118.0291,1840020480
Lewisville,Texas,Denton,33.0454,-96.9815,1840020639
West Covina,California,Los Angeles,34.0555,-117.9113,1840021876
Temecula,California,Riverside,33.4928,-117.1315,1840021937
Bend,Oregon,Deschutes,44.0563,-121.3095,1840018618
Salisbury,Maryland,Wicomico,38.3756,-75.5865,1840006219
Jacksonville,North Carolina,Onslow,34.7289,-77.3941,1840014653
Inglewood,California,Los Angeles,33.9566,-118.3444,1840019237
Dearborn,Michigan,Wayne,42.3127,-83.213,1840003969
Centennial,Colorado,Arapahoe,39.5926,-104.8673,1840018792
Burbank,California,Los Angeles,34.1879,-118.3235,1840019233
Sparks,Nevada,Washoe,39.5736,-119.7161,1840021337
Sandy Springs,Georgia,Fulton,33.9366,-84.3703,1840015609
Bloomington,Indiana,Monroe,39.1637,-86.5257,1840007376
Logan,Utah,Cache,41.7399,-111.8422,1840020108
Kailua,Hawaii,Honolulu,21.392,-157.7396,1840023244
El Cajon,California,San Diego,32.8017,-116.9604,1840020618
Hillsboro,Oregon,Washington,45.5273,-122.936,1840019932
South Fulton,Georgia,Fulton,33.6273,-84.58,1840029465
Renton,Washington,King,47.4784,-122.1918,1840019827
Mandeville,Louisiana,St. Tammany,30.3751,-90.0904,1840015909
San Mateo,California,San Mateo,37.5522,-122.3121,1840021551
