hotel_id,city,name,address,postalcode
936,Lanham,Best Western Capital Beltway,5910 Princess Garden Pkwy,20706
937,Lansing,Hampton Inn Suites Lansing West,900 N Canal Rd,48917
938,Lansing,Red Roof Inn Lansing East - Michigan State University,3615 Dunckel Rd,48910
939,Laredo,Residence Inn Laredo Del Mar,310 Lost Oaks Blvd,78041
940,Las Vegas,ARIA Resort Casino,3730 Las Vegas Blvd S,89158
941,Las Vegas,Americas Best Value Inn Las Vegas,167 E Tropicana Ave,89109
942,Las Vegas,Courtyard Las Vegas Convention Center,3275 Paradise Rd,89109
943,Las Vegas,Fremont Hotel & Casino,200 Fremont Street,89101
944,Las Vegas,Fun City Motel,2233 Las Vegas Blvd S,89104
945,Las Vegas,Hotel Galaxy,5201 Dean Martin Dr,89118
946,Las Vegas,Main Street Station Casino Brewery Hotel,200 North Main Street,89101
947,Las Vegas,Nobu Hotel at Caesars Palace,3570 Las Vegas Blvd S,89109
948,Las Vegas,Residence Inn By Marriott Las Vegas South,5875 Dean Martin Dr,89118
949,Las Vegas,Royal Resort,99 Convention Center Dr,89109-2010
950,Las Vegas,Siena Suites,6555 Boulder Hwy,89122
951,Las Vegas,SpringHill Suites Las Vegas Convention Center,2989 Paradise Rd,89109-1220
952,Las Vegas,Sterling Gardens Hotel,1808 Fremont St,89101-5108
953,Las Vegas,Suncoast Hotel and Casino,9090 Alta Dr,89145-8508
954,Las Vegas,Sunshine Motel,1201 Grand Ave,87701
955,Las Vegas,The Westin Las Vegas Hotel & Spa,160 East Flamingo Road,89109
956,Latta,Best Western,1534 Highway 38 W,29565
957,Laughlin,Colorado Belle Hotel And Casino,2100 S Casino Dr,89029
958,Lavallette,Lamplight Motel,204 Grand Central Ave,8735
959,Lavonia,Hampton Inn Suites Lavonia,115 Owens Dr,30553
960,Lavonia,Super 8 Lavonia,14227 Jones St,30553
961,Lawrence,Motel 6 Lawrence Ks,1130 N 3rd St,66044
962,Lawton,Comfort Suites,201 SE Interstate Dr,73501
963,Lebanon,Econo Lodge,1221 Millcreek Rd,65536
964,Lebanon,Hampton Inn Lebanon,1125 N Loretto Rd,40033
965,Leesburg,Hampton Inn Suites Leesburg,117 Fort Evans Rd NE,20176
966,Lesterville,Wilderness Lodge,Po Box 90,63654
967,Lewes,Red Mill Inn,16218 Coastal Hwy,19958
968,Lewisburg,Richland Inn - Lewisburg,723 E Commerce St,37091
969,Lewiston,Comfort Inn,2128 8th Ave,83501
970,Lexington,Comfort Suites Lexington,325 W Main St,29072
971,Lexington,Hampton Inn Lexington Medical Center,1953 Nicholasville Rd,40503
972,Lexington,Harbourfront Motel,5689 Old Orchard Bluff Rd,48450
973,Lexington,Home2 Suites by Hilton Lexington University / Medical Center,126 E Lowry Ln,40503
974,Lexington,Motel 6,2260 Elkhorn Rd,40505
975,Lexington,Residence Inn Lexington North,1080 Newtown Pike,40511
976,Lexington,Sleep Inn,1920 Plaudit Pl,40509
977,Limon,Comfort Inn,2255 9th St,80828
978,Lincoln,Hilton Garden Inn Lincoln Downtown Haymarket,801 R St,68508
979,Lincoln,Staybridge Suites Lincoln Northeast,1501 N 86th St,68505
980,Lincoln City,Rodeway Inn Suites,1070 SE 1st St,97367
981,Lincoln City,Sailor Jack Ocean Front Motel,1035 NW Harbor Ave,97367
982,Lincolnton,Hampton Inn-lincolnton,129 Roper Rd,28092
983,Linthicum Heights,Embassy Suites by Hilton Baltimore at BWI Airport,1300 Concourse Dr,21090
984,Linthicum Heights,Hilton Baltimore BWI Airport,1739 W Nursery Rd,21090
985,Linthicum Heights,Hilton Garden Inn BWI Airport,1516 Aero Dr,21090
986,Linthicum Heights,Residence Inn Baltimore BWI Airport,1160 Winterson Rd,21090
987,Lithonia,Holiday Inn Express & Suites Atlanta East - Lithonia,7846 Stonecrest Sq,30038
988,Lithonia,Hyatt Place Atlanta-East/Lithonia,7900 Mall Ring Rd,30038
989,Little Rock,Hampton Inn & Suites Little Rock-downtown,320 River Market Ave,72201
990,Littleton,Comfort Suites Highlands Ranch Denver Tech Center Area,7060 E County Line Rd,80126
991,Littleton,Holiday Inn Express Suites Denver Sw-Littleton,12683 W Indore Pl,80127
992,Littleton,Lyttleton Inn,423 King St,1460
993,Lockport,Best Western Plus Lockport Hotel,515 S Transit St,14094
994,Lodi,Quality Inn Suites,W9250 Prospect Dr,53555
995,Lodi,Viking Motel,815 S Cherokee Ln,95240
996,Logan,Days Inn & Suites Logan,447 N Main St,84321
997,Londonderry,Blue Gentian Lodge,289 Magic Mtn Access,5148
998,Lone Tree,Element Denver Park Meadows,9985 Park Meadows Dr,80124
999,Long Beach,Best Western Plus Hotel At The Convention Center,517 E 1st St,90802
1000,Long Beach,Hotel Maya - a DoubleTree by Hilton Hotel,700 Queensway Dr,90802
1001,Long Beach,Rodeway Inn,50 Atlantic Ave,90802
1002,Long Beach,The Varden Hotel,335 Pacific Ave,90802
1003,Longboat Key,The Resort at Longboat Key Club,220 Sands Point Rd,34228
1004,Los Alamos,Alamo Motel,425 Bell St,93440
1005,Los Angeles,Holiday Inn Express & Suites Los Angeles Downtown West,611 S Westlake Ave,90057
1006,Los Angeles,Hollywood Inn Express South,141 N Alvarado St,90026-5302
1007,Los Angeles,Miyako Hotel Los Angeles,328 East 1st Street,90012
1008,Los Angeles,The L.A. Hotel Downtown,333 S Figueroa St,90071
1009,Los Angeles,W Los Angeles - West Beverly Hills,930 Hilgard Ave,90024
1010,Louisville,Comfort Inn Suites Airport and Expo,653 Phillips Ln,40209
1011,Louisville,Courtyard Louisville Airport,819 Phillips Ln,40209
1012,Louisville,Econo Lodge Downtown,401 S 2nd St,40202
1013,Louisville,Fairfield Inn & Suites Louisville Downtown,100 E Jefferson St,40202
1014,Louisville,Galt House Hotel,140 N 4th St,40202
1015,Louisville,Howard Johnson Express Inn/Airport,709 Phillips Ln,40209
1016,Louisville,Ramada Louisville Expo Center,2912 Crittenden Dr,40209
1017,Loup City,Frederick Hotel Cafe,810 O St,68853
1018,Lubbock,Americas Best Value Inn - Medical Center / Lubbock,4105 19th St,79410
1019,Ludlow,Ludlow Village Inn & Suites,95 Main St,5149
1020,Lufkin,Best Western Plus Crown Colony Inn Suites,3211 S 1st St,75901
1021,Luray,Luray Caverns Motel East,831 W Main St,22835
1022,Lynchburg,Econo Lodge,2400 Stadium Rd,24501
1023,Lynchburg,Hampton Inn Suites Lynchburg,3600 Liberty Mountain Dr,24502
1024,Lyndon,Lyndon Motor Lodge,6148 Memorial Dr,5849
1025,Mackinaw City,Americas Best Value Inn Mackinaw City,112 Old Us 31,49701
1026,Macomb,Hampton Inn Macomb,1639 E Jackson St,61455
1027,Macon,Residence Inn Macon,3900 Sheraton Dr,31210
1028,Madison,Days Inn & Suites Madison,4402 E Broadway Service Rd,53716
1029,Madison,Hotel Red,1501 Monroe St,53711
1030,Madison,Magnuson Grand Hotel,3510 Millpond Rd,53718
1031,Madras,Inn At Cross Keys Station,66 Nw Cedar St,97741
1032,Mamaroneck,Mamaroneck Motel,1015 W Boston Post Rd,10543
1033,Mancos,Mesa Verde Motel,191 Railroad Ave,81328
1034,Manhattan,Best Western Manhattan Inn,601 E Poyntz Ave,66502
1035,Manistee,River Side Motel Marina,520 Water St,49660
1036,Manitou Springs,Dillon Motel,134 Manitou Ave,80829
1037,Manitou Springs,La Fon Motel,123 Manitou Ave,80829-2426
1038,Mansfield,Quality Inn Suites,500 N Trimble Rd,44906
1039,Marana,"The Ritz-Carlton, Dove Mountain",15000 N Secret Springs Dr,85658
1040,Marble Falls,Best Western Marble Falls Inn,1403 Us Highway 281,78654
1041,Marietta,Holiday Inn Express Marietta - Atlanta Northwest,1250 Franklin Rd SE,30067
1042,Marietta,Microtel Inn Suites by Wyndham Marietta,506 Pike St,45750
1043,Marina,Best Western Beach Dunes Inn,3290 Dunes Rd,93933
1044,Marina,Comfort Inn,140 Reservation Rd,93933
1045,Marina,Howard Johnson Marina at Monterey Bay,416 Reservation Rd,93933
1046,Marinette,Budget Inn,1301 Marinette Ave,54143
1047,Marinette,"Country Inn & Suites By Carlson, Marinette, WI",2020 Old Peshtigo Ct,54143
1048,Markleysburg,National Trail Motel,4617 National Pike,15459
1049,Marlborough,Courtyard Boston Marlborough,75 Felton St,01752-1917
1050,Marquette,Value Host Motor Inn,1101 Us Highway 41 W,49855
1051,Marshall,Best Western Executive Inn,5201 E End Blvd S,75672
1052,Martinsburg,Relax Inn,1022 Winchester Ave,25401
1053,Marysville,Village Inn & Suites,235 Beach Ave,98270
1054,Mason,Motel 6 Mason,5310 Bardes Rd,45040
1055,Mattituck,Mattituck Motel,2150 Bay Ave,11952
1056,Mattoon,Days Inn Mattoon,300 Broadway Ave E,61938
1057,McAlester,Hampton Inn Suites McAlester,711 S George Nigh Expy,74501
1058,McAllen,La Quinta Inn Mcallen,1100 S 10th St,78501
1059,McDonough,Best Western Mcdonough Inn & Suites,805 Industrial Blvd,30253
1060,McMinnville,Best Western Tree City Inn,809 Sparta St,37110
1061,McMinnville,McMenamins Hotel Oregon,310 NE Evans St,97128
1062,McMinnville,Red Lion Inn & Suites McMinnville,2535 NE Cumulus Ave,97128
1063,Medford,Budget Inn of America,345 S Central Ave,97501
1064,Medford,Comfort Inn North,2280 Biddle Rd,97504
1065,Medford,Courtyard by Marriott Medford Airport,600 Airport Rd,97504
1066,Medford,Econo Lodge Inn Suites Central,1015 S Riverside Ave,97501
1067,Medford,Ramada Medford Hotel And Conference Center,2250 Biddle Rd,97504
1068,Medina,Red Roof Inn Cleveland-medina,5021 Eastpointe Dr,44256
1069,Mercer,Holiday Inn Express Grove City (Outlet Center),21 Holiday Blvd,16137
1070,Meredith,Church Landing at Mill Falls,281 Daniel Webster Hwy,3253
1071,Mesa,Best Western Superstition Springs Inn,1342 S Power Rd,85206
1072,Mesa,Ramada Mesa Phoenix East Area,1666 S Dobson Rd,85202
1073,Mesquite,Best Western Mesquite Inn,390 N Sandhill Blvd,89027
1074,Mesquite,Solstice Motorcoach Resort,345 Mystic Dr,89034
1075,Miami,"Mandarin Oriental, Miami",500 Brickell Key Drive,33131
1076,Miami,Palmeiras Beach Club at Grove Isle,4 Grove Isle Dr,33133
1077,Miami Beach,AC Hotel Miami Beach,2912 Collins Ave,33140
1078,Miami Beach,Circa 39 Hotel,3900 Collins Ave,33140
1079,Miami Beach,Four Points by Sheraton Miami Beach,4343 Collins Ave,33140
1080,Miami Beach,Hotel St. Augustine,347 Washington Avenue,33139
1081,Miami Beach,Room Mate Lord Balfour,350 Ocean Drive,33139
1082,Miami Beach,Sense Beach House,400 Ocean Drive,33139
1083,Miami Beach,The Hotel of South Beach,801 Collins Avenue,33139
1084,Miami Beach,Villa Paradiso,1415 Collins Ave,33139
1085,Middlefield,Americas Best Value Inn,31 Meriden Rd,6455
1086,Middletown,Hampton Inn & Suites Newport/Middletown,317 W Main Rd,02842-7326
1087,Middletown,Hampton Inn Middletown,20 Crystal Run Xing,10941
1088,Middletown,Inn at Middletown,70 Main St,6457
1089,Midland,Super 8 Midland,3828 W Wall St,79703
1090,Midlothian,Sleep Inn Suites Harbour Pointe,6451 Bayside Ln,23112
1091,Miles City,Best Western War Bonnet Inn,1015 S Haynes Ave,59301
1092,Miles City,Miles City Hotel Suites,1720 S Haynes Ave,59301
1093,Milesburg,Quality Inn,971 N Eagle Valley Road I80 Exit 158,16853
1094,Milford,Hyatt Place Milford,190 Old Gate Ln,6460
1095,Mill Hall,Browns Hill Tavern Motel,717 Browns Hill Rd,17751
1096,Milledgeville,Days Inn Milledgeville,2551 N Columbia St,31061
1097,Milton,Blackwater Inn Milton,8837 Highway 87 S,32583
1098,Milwaukee,Ambassador Hotel,2308 W Wisconsin Ave,53233
1099,Milwaukee,Days Inn & Suites Milwaukee Airport,6331 S 13th St,53221
1100,Milwaukee,Milwaukee Airport Inn,1716 W Layton Ave,53221
1101,Minneapolis,Hampton Inn Suites Minneapolis/Downtown,19 N 8th St,55403
1102,Minneapolis,Super 8 Bloomington/Airport,7800 2nd Ave S,55420
1103,Minooka,Hampton Inn Suites Minooka,621 Bob Blair Rd,60447
1104,Minot,Best Western Kelly Inn,1510 26th Ave SW,58701
1105,Miramar Beach,Quality Inn Suites,39 Scenic Gulf Dr,32550
1106,Missoula,Quality Inn And Suites,4545 N Reserve St,59808
1107,Monroe,Best Western Airport Inn,1475 Garrett Rd,71202
1108,Monroe,Hampton Inn Suites Monroe,5100 Frontage Rd,71202
1109,Monroe,Quality Inn,1407 Martin Luther King Jr Dr,71202
1110,Monroeville,Comfort Suites,2731 Mosside Blvd,15146
1111,Monrovia,Aztec Hotel,311 W Foothill Blvd,91016
1112,Montello,Kozy Rest Motel,106 Central Ave,53949
1113,Monterey,Hyatt Regency Monterey Hotel and Spa on Del Monte Golf Course,1 Old Golf Course Rd,93940
1114,Monterey Park,Best Western Markland Hotel,434 Potrero Grande Dr,91755
1115,Monterey Park,Lincoln Plaza Hotel,123 S Lincoln Ave,91755
1116,Montgomery,Best Western Lake Conroe Inn,14643 Highway 105 W,77356
1117,Montgomeryville,Quality Inn,678 Bethlehem Pike,18936
1118,Monticello,Super 8 Monticello,1114 Cedar St,55362
1119,Montvale,Courtyard By Marriott Montvale,100 Chestnut Ridge Rd,7645
1120,Moose Lake,Days Inn Moose Lake,400 Park Place Dr,55767
1121,Moosic,Courtyard Scranton Wilkes-Barre,16 Glenmaura National Blvd,18507
1122,Morgantown,Waterfront Place Hotel,2 Waterfront Pl,26501
1123,Moro,Tall Winds Motel,301 Main St,97039
1124,Morrilton,Cedar Falls Motel,1627 Petit Jean Mountain Rd,72110
1125,Morristown,Morristown Hotel Suites,3304 W Andrew Johnson Hwy,37814
1126,Morrisville,Quality Inn & Suites Nj State Capital Area,7 S Pennsylvania Ave,19067
1127,Morro Bay,Pacific Shores Inn,890 Morro Ave,93442
1128,Moses Lake,Best Western Plus Lake Front Hotel,3000 Marina Dr,98837
1129,Moultonborough,Berry Pond Motel,1040 Whittier Hwy,3254
1130,Mount Airy,Mayberry Motor Inn,501 N Andy Griffith Pkwy,27030
1131,Mount Arlington,Courtyard Rockaway-Mt. Arlington,15 Howard Blvd,07856-1301
1132,Mount Pleasant,America's Best Value Inn Suites,201 Stone Brook Dr,38474
1133,Mount Pleasant,Best Western Mt. Pleasant Inn,810 N Grand Ave,52641
1134,Mount Tremper,Catskill Rose Lodging Dining,5355 Route 212,12457
1135,Mount Vernon,Best Western Mt. Vernon Inn,1200 E Industrial Rd,65712
1136,Mount Vernon,Best Western Plus Skagit Valley Inn and Convention Center,2300 Market St,98273
1137,Mountain Home,Crooked Hook Resort,3483 Rocky Ridge Rd,72653
1138,Mountain Home,Teal Point Resort,715 Teal Point Rd,72653
1139,Mukilteo,TownePlace Suites Seattle Everett/Mukilteo,8521 Mukilteo Speedway,98275
1140,Mulberry,Best Western Mulberry Hotel,2525 State Road 60 E,33860
1141,Munising,Scotty's Motel,415 Cedar St,49862
1142,Murray,Best Western University Inn,1503 N 12th St,42071
1143,Muskegon,Red Roof Inn & Suites Muskegon Heights,150 S Seaway Dr,49444
1144,Myrtle Beach,Aqua Beach Inn,1301 Withers Dr,29577
1145,Myrtle Beach,Coral Beach Resort and Suites,1105 S Ocean Blvd,29577
1146,Myrtle Beach,Courtyard Myrtle Beach Barefoot Landing,1000 Commons Blvd,29572
1147,Myrtle Beach,Crown Reef Beach Resort and Waterpark,2913 S Ocean Blvd,29577
1148,Myrtle Beach,Dunes Village Resort,5200 N Ocean Blvd,29577
1149,Myrtle Beach,Hampton Inn Myrtle Beach-Northwood,620 75th Ave N,29572
1150,Myrtle Beach,Hilton Garden Inn Myrtle Beach/Coastal Grand Mall,2383 Coastal Grand Cir,29577
1151,Myrtle Beach,Red Parrot Cafe @ Breakers Resort,2006 N Ocean Blvd,29577
1152,Nacogdoches,Best Western Inn of Nacogdoches,3428 South St,75964
1153,Napa,Best Western Plus Inn At The Vines,100 Soscol Ave,94559-4010
1154,Napa,Hampton Inn and Suites Napa,945 Hartle Ct,94559-4191
1155,Napa,Hilton Garden Inn Napa,3585 Solano Avenue,94558-2709
1156,Napa,The Carneros Inn,4048 Sonoma Hwy,94559
1157,Naples,Fairfield Inn & Suites Naples,3808 White Lake Blvd,34117
1158,Naples,Ramada Naples,1100 Tamiami Trl N,34102
1159,Naples,Residence Inn Naples,4075 Tamiami Trl N,34103
1160,Naples,SpringHill Suites Naples,3798 White Lake Blvd,34117
1161,Nashua,Crowne Plaza Hotel Nashua,2 Somerset Pkwy,3063
1162,Nashville,Best Western Suites Near Opryland,201 Music City Cir,37214
1163,Nashville,Budget Inn,620 Mine St,71852
1164,Nashville,Embassy Suites by Hilton Nashville Airport,10 Century Blvd,37214
1165,Nashville,Fiddler's Inn,2410 Music Valley Dr,37214
1166,Nephi,Best Western Paradise Inn of Nephi,1025 S Main St,84648
1167,New Albany,Hampton Inn & Suites New Albany Columbus,5220 Forest Dr,43054
1168,New Braunfels,Heidelberg Lodges,1020 N Houston Ave,78130
1169,New Castle,Hollywood Motel,145 S Dupont Hwy,19720
1170,New Hope,Olivia's Bridge Street Inn,28 W Bridge St,18938
1171,New Orleans,Ace Hotel New Orleans,600 Carondelet St,70130-3511
1172,New Orleans,Aloft New Orleans Downtown,225 Baronne St,70112-1701
1173,New Orleans,Bienville House,320 Decatur St,70130
1174,New Orleans,Cornstalk Hotel,915 Royal St,70116-2701
1175,New Orleans,Econo Lodge,4940 Chef Menteur Hwy,70126-5016
1176,New Orleans,Empress Hotel,1317 Ursulines Ave,70116
1177,New Orleans,French Quarter Suites Hotel,1119 N Rampart St,70116-2434
1178,New Orleans,Hotel Royal,1006 Royal St,70116
1179,New Orleans,Hotel Storyville,1261 Esplanade Ave,70116-1947
1180,New Orleans,MOXY New Orleans Downtown/French Quarter Area,210 O'Keefe Ave,70112
1181,New Orleans,Maison de Macarty,3820 Burgundy St,70117-5708
1182,New Orleans,NOPSI Hotel New Orleans,317 Baronne St,70112-1605
1183,New Orleans,Omni Royal Orleans,621 St. Louis St,70130
1184,New Orleans,Soniat House,1133 Chartres St,70116-2593
1185,New Orleans,The Old No. 77 Hotel & Chandlery,535 Tchoupitoulas St,70130
1186,New Orleans,The Pontchartrain Hotel,2031 Saint Charles Ave,70130-7101
1187,New Orleans,"The Roosevelt New Orleans, A Waldorf Astoria Hotel",130 Roosevelt Way,70112-2502
1188,New Orleans,"The Troubadour Hotel New Orleans, Tapestry Collection by Hilton",1111 Gravier St,70112-1803
1189,New Philadelphia,Americas Best Value Inn New Philadelphia,181 Bluebell Dr SW,44663
1190,New Philadelphia,Best Western Dutch Valley Inn,161 Bluebell Dr SW,44663
1191,New Providence,Best Western Plus Murray Hill Hotel & Suites,535 Central Ave,7974
1192,New York,Central Park West Hostel,201 W 87th St,10024-2843
1193,New York,Chelsea Savoy Hotel,204 W 23rd St,10011
1194,New York,DoubleTree by Hilton Hotel Metropolitan - New York City,569 Lexington Ave,10022-7562
1195,New York,Four Seasons Hotel New York Downtown,27 Barclay St,10007
1196,New York,"The Beekman, A Thompson Hotel",123 Nassau St,10038-2415
1197,New York,The Broome,431 Broome St,10013
1198,New York,"The Carlyle, A Rosewood Hotel",35 E 76th St,10021-1827
1199,New York,The James New York – NoMad,22 East 29th Street,10016
1200,New York,The Maritime Hotel,363 W 16th St,10011
1201,New York,The Nolitan Hotel,30 Kenmare St,10012-4613
1202,New York,The Pearl Hotel,233 West 49th Street,10019
1203,New York,The Redbury New York,29 E 29th St,10016-7902
1204,New York,The St. Regis New York,Two East 55th Street at Fifth Avenue,10022
1205,Newark,Hampton Inn & Suites Wilmington Christiana,1008 Old Churchmans Rd,19713
1206,Newark,Newark Garden Hotel,125 N Main St,14513
1207,Newark,Red Roof Inn & Suites Newark-university,1119 S College Ave,19713
1208,Newark,Red Roof Plus+ Wilmington - Newark,415 Stanton Christiana Rd,19713
1209,Newaygo,M -37 Motel,8372 S Mason Dr,49337
1210,Newburyport,Garrison Inn,11 Brown Sq,1950
1211,Newcastle,Carter Iva,248 E Wentworth St,82701
1212,Newcastle,Hilltop Motel,1121 S Summit Ave,82701
1213,Newington,Siesta Motel,2089 Berlin Tpke,6111
1214,Newport,Holiday Inn Express & Suites Newport South,1022 Cosby Hwy,37821
1215,Newport News,Courtyard Newport News Airport,530 Saint Johns Rd,23602-4509
1216,Newport News,Courtyard by Marriott Newport News Airport,530 Saint Johns Rd,23602
1217,Newport News,Hampton Inn Newport News-Yorktown,151 Ottis St,23602
1218,Niagara Falls,"Quality Hotel & Suites ""At The Falls""",240 First St,14303
1219,Niantic,The Niantic Inn,345 Main St,6357
1220,Niceville,Comfort Suites At Eglin Air Force Base,148 John Sims Pkwy W,32578
1221,Norcross,America's Best Inn Suites,6045 Oakbrook Pkwy,30093
1222,Norfolk,Candlewood Suites Norfolk Airport,5600 Lowery Rd,23502
1223,Norfolk,Motel 6 Norfolk,853 N Military Hwy,23502
1224,Norfolk,Norfolk Country Inn & Suites,1201 S 13th St,68701
1225,Norfolk,SpringHill Suites Norfolk Old Dominion University,4500 Hampton Blvd,23508
1226,Norfolk,SpringHill Suites by Marriott Norfolk Virginia Beach,6350 Newtown Rd,23502
1227,Normal,Baymont Inn Suites Normal Bloomington,6 Traders Cir,61761
1228,North Dartmouth,Best Western Dartmouth Inn,737 State Rd,2747
1229,North Las Vegas,Hampton Inn Las Vegas North Speedway,2852 E Craig Rd,89030
1230,North Platte,Fairfield Inn and Suites North Platte,319 W South River Rd,69101
1231,North Wales,Hampton Inn & Suites Philadelphia Montgomeryville,121 Garden Golf Blvd,19454
1232,Northwood,Holiday Inn Express Suites Northwood,4712 Wheelerwood Rd,50459
1233,Norwalk,Norwalk Inn & Conference Center,99 East Ave,6851
1234,Norwood,The Norwood Inn,1415 Grand Ave,81423
1235,Nottingham,Hampton Baltimore/White Marsh,8225 Town Center Dr,21236
1236,Nottingham,Hampton Inn Baltimore/white Marsh,8225 Town Center Dr,21236
1237,Oakland,Courtyard Oakland Airport,350 Hegenberger Rd,94621
1238,Oakley,Relax Inn,428 Center Ave,67748
1239,Ocean Shores,Sands Resort,801 Ocean Shores Blvd NW,98569
1240,Oceanside,Motel 6,3708 Plaza Dr,92056
1241,Odessa,Hampton Inn Odessa,3923 John Ben Shepperd Pkwy,79762
1242,Ogallala,Quality Inn,201 Chuckwagon Rd,69153
1243,Ogunquit,The Dunes On The Waterfront,518 Main St,3907
1244,Ojai,Hummingbird Inn,1208 E Ojai Ave,93023
1245,Ojai,Ojai Rancho Inn,615 W Ojai Ave,93023
1246,Ojai,The Capri Hotel,1180 E Ojai Ave,93023
1247,Okeechobee,Best Western Lake Okeechobee,3975 Us Highway 441 S,34974
1248,Oklahoma City,"Ambassador Hotel Oklahoma City, Autograph Collection",1200 N Walker Ave,73103
1249,Oklahoma City,Best Western Greentree Inn & Suites,1811 N Moore Ave,73160
1250,Oklahoma City,Bricktown Hotel & Convention Center,2001 E Reno Ave,73117
1251,Oklahoma City,Carlyle Motel,3600 Nw 39th St,73112
1252,Oklahoma City,Courtyard Oklahoma City Northwest,1515 NW Expressway,73118
1253,Oklahoma City,Days Inn Oklahoma City/Moore,8217 S I 35 Service Rd,73149
1254,Oklahoma City,Hampton Inn Suites Oklahoma City Airport,4333 SW 15th St,73108
1255,Oklahoma City,Hilton Garden Inn Oklahoma City-Bricktown,328 E Sheridan Ave,73104
1256,Oklahoma City,Quality Inn Oklahoma City Airport,6300 Terminal Dr,73159
1257,Oklahoma City,Ramada Oklahoma City Near Bricktown,2001 E Reno Ave,73117
1258,Oklahoma City,Wingate By Wyndham Oklahoma City Airport,2001 S Meridian Ave,73108
1259,Olathe,Rodeway Inn Suites,211 N Rawhide Dr,66061
1260,Old Forge,Christy's Motel,2902 State Route 28,13420
1261,Old Orchard Beach,Elmwood Motor Court,183 Saco Ave,4064
1262,Old Orchard Beach,Imperial Waters,18 Imperial St,4064
1263,Old Orchard Beach,Island View Motel,174 E Grand Ave,4064
1264,Old Orchard Beach,Old Colonial Motel,61 W Grand Ave,4064
1265,Old Orchard Beach,Royal Anchor Resort,203 E Grand Ave,4064
1266,Oldsmar,Hampton Inn & Suites Tampa Northwest/oldsmar,4017 Tampa Rd,34677
1267,Olympia,Best Western Plus Lacey Inn & Suites,8326 Quinault Dr NE,98516
1268,Omaha,Best Western Old Mill Inn,650 N 109th Ct,68154
1269,Omaha,Hampton Inn Omaha Midtown-Aksarben Area,1401 S 72nd St,68124
1270,Omaha,Residence Inn Omaha Downtown/Old Market Area,106 S 15th St,68102
1271,Omaha,Staybridge Suites Omaha 80th And Dodge,7825 Davenport St,68114
1272,Omaha,TownePlace Suites Omaha West,10865 W Dodge Rd,68154
1273,Onalaska,Comfort Inn,1223 Crossing Meadows Dr,54650
1274,Onalaska,Hampton Inn Lacrosse/Onalaska,308 Hampton Ct,54650
1275,Ontario,Best Western Inn Suites,251 NE Goodfellow St,97914
1276,Orange,Best Western Orange Plaza,1302 W Chapman Ave,92868
1277,Orange City,Hampton Inn Orange City,914 8th St SE,51041
1278,Orange City,Orange City Motel,725 S Volusia Ave,32763
1279,Orange City,Quality Inn,445 S Volusia Ave,32763
1280,Orangeburg,Hampton Inn Suites Orangeburg,749 Citadel Rd,29118
1281,Orangeburg,Sleep Inn,3689 Saint Matthews Rd,29118
1282,Orlando,Disney's Saratoga Springs Resort & Spa,1960 Broadway,32830
1283,Orlando,DoubleTree by Hilton Hotel Orlando at SeaWorld,10100 International Dr,32821
1284,Orlando,Homewood Suites by Hilton Orlando-Nearest to Univ Studios,5893 American Way,32819
1285,Orlando,Hyatt Regency Grand Cypress,1 Grand Cypress Blvd,32836
1286,Orlando,Hyatt Regency Orlando International Airport,9300 Jeff Fuqua Blvd,32827-4347
1287,Orlando,Loews Portofino Bay Hotel at Universal Orlando,5601 Universal Blvd,32819
1288,Orlando,Microtel Inn & Suites Orlando (Universal Studios),7531 Canada Ave,32819-8274
1289,Orlando,Orlando Continental Plaza Hotel,6825 Visitors Cir,32819
1290,Orlando,Tradewinds Restaurant,6677 Sea Harbor Dr,32821
1291,Ormond Beach,Atlantic Cove,711 S Atlantic Ave,32176
1292,Ormond Beach,Chateau Mar Beach Resort,507 S Atlantic Ave,32176
1293,Osawatomie,Country Vintage Inn,1117 6th St,66064
1294,Oshkosh,Hawthorn Suites By Wyndham Oshkosh,3105 S Washburn St,54904
1295,Oshkosh,Motel 6,1015 S Washburn St,54904
1296,Oxford,Hampton Inn Oxford,151 Main St,4270
1297,Oxford,Hampton Inn Oxford-West,110 Heritage Dr,38655
1298,Oxon Hill,Hampton Inn Suites National HarborAlexandria Area,250 Waterfront St,20745
1299,Palestine,Hampton Inn & Suites Palestine,2700 S Loop 256,75801-6934
1300,Palm Beach,Colony Hotel,155 Hammon Ave,33480
1301,Palm Springs,Best Western Inn At Palm Springs,1633 S Palm Canyon Dr,92264
1302,Palm Springs,Desert Lodge,1177 S Palm Canyon Dr,92264
1303,Palo Alto,Comfort Inn Palo Alto,3945 El Camino Real,94306
1304,Panama City,Buccaneer Beach Motel,711 W Beach Dr,32401
1305,Panama City Beach,The Chateau Motel,12525 Front Beach Rd,32407
1306,Panguitch,Bryce Canyon Motel,308 N Main St,84759
1307,Panhandle,Budget Inn,400 US Highway 60,79068
1308,Paola,Paola Best Western Htl,1600 E Hedge Lane Ct,66071
1309,Park City,Park City Peaks Hotel,2346 Park Ave,84060
1310,Pasadena,Best Western Pasadena Royale,3600 E Colorado Blvd,91107
1311,Pasadena,The Saga Motor Hotel,1633 E Colorado Blvd,91106
1312,Pasco,My Place Hotel-pasco Wa,6830 Rodeo Dr,99301
1313,Paso Robles,The Oaks Hotel,3000 Riverside Ave,93446
1314,Paxton,Paxton Inn Motel,980 W Ottawa Rd,60957
